doc_id,zotero_key_or_url,filepath,priority_tier,target_kind,notes
protocol-1-dra,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol01.pdf,G:\My Drive\Google AI Studio\protocol01.pdf,1,source_lead,"Protocol 1 Detailed Risk Assessment - BC TRV acceptance rules incl sections 4.4.1.2 / 4.4.2.1 / 4.4.2.2; smoke-test document"
