source_id,url_type,url,status,final_url,error
PROTOCOL_11,landing_page_url,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,ERROR RemoteDisconnected
PROTOCOL_12,document_url,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_12_final_jan_2021.pdf,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_12_final_jan_2021.pdf,ERROR RemoteDisconnected
PROTOCOL_12,landing_page_url,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,ERROR RemoteDisconnected
PROTOCOL_13,document_url,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_13_with_figures.pdf,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_13_with_figures.pdf,ERROR RemoteDisconnected
PROTOCOL_13,landing_page_url,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,ERROR RemoteDisconnected
PROTOCOL_14,document_url,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_14_nov_2008.pdf,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_14_nov_2008.pdf,ERROR RemoteDisconnected
PROTOCOL_14,landing_page_url,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,ERROR RemoteDisconnected
PROTOCOL_15,document_url,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_15_apr_2013.pdf,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_15_apr_2013.pdf,ERROR RemoteDisconnected
PROTOCOL_15,landing_page_url,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,ERROR RemoteDisconnected
PROTOCOL_16,document_url,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_16_final_jan_2021.pdf,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_16_final_jan_2021.pdf,ERROR RemoteDisconnected
PROTOCOL_16,landing_page_url,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,,https://www2.gov.bc.ca/gov/content/environment/air-land-water/site-remediation/legislation-and-protocols,ERROR RemoteDisconnected
PROTOCOL_17,document_url,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_17_final_jan_2021.pdf,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/site-remediation/docs/protocols/protocol_17_final_jan_2021.pdf,ERROR RemoteDisconnected
